date,value
2020-11-01,0.6336560249328613
2020-11-02,0.6342960000038147
2020-11-03,0.606673002243042
2020-11-04,0.5616660118103027
2020-11-05,0.5342100262641907
2020-11-06,0.6925119757652283
2020-11-07,0.7182109951972961
2020-11-08,0.6968709826469421
2020-11-09,0.8151999711990356
2020-11-10,0.9128869771957397
2020-11-11,0.9435300230979919
2020-11-12,0.862326979637146
2020-11-13,0.7884060144424438
2020-11-14,0.8993679881095886
2020-11-15,0.8708770275115967
2020-11-16,0.8268010020256042
2020-11-17,0.9175159931182861
2020-11-18,0.9282029867172241
2020-11-19,0.8322950005531311
2020-11-20,0.8449680209159851
2020-11-21,0.9375519752502441
2020-11-22,1.1819499731063843
2020-11-23,1.0709819793701172
2020-11-24,1.1702549457550049
2020-11-25,1.2416770458221436
2020-11-26,1.106963038444519
2020-11-27,1.0070940256118774
2020-11-28,0.9966179728507996
2020-11-29,1.0219470262527466
2020-11-30,1.0145289897918701
2020-12-01,1.0768250226974487
2020-12-02,1.059533953666687
2020-12-03,1.1752179861068726
2020-12-04,1.1556040048599243
2020-12-05,1.1032899618148804
2020-12-06,1.1128209829330444
2020-12-07,1.034904956817627
2020-12-08,1.012030005455017
2020-12-09,0.9321569800376892
2020-12-10,0.9972299933433533
2020-12-11,0.9563279747962952
2020-12-12,0.8692139983177185
2020-12-13,0.9190580248832703
2020-12-14,0.9520710110664368
2020-12-15,0.9933180212974548
2020-12-16,1.0075960159301758
2020-12-17,1.045894980430603
2020-12-18,0.9936180114746094
2020-12-19,1.0044100284576416
2020-12-20,1.0480719804763794
2020-12-21,1.0575189590454102
2020-12-22,1.219269037246704
2020-12-23,1.1588619947433472
2020-12-24,0.9582859873771667
2020-12-25,1.060968041419983
2020-12-26,1.0198060274124146
2020-12-27,1.021752953529358
2020-12-28,1.1967509984970093
2020-12-29,1.221390962600708
2020-12-30,1.1642450094223022
2020-12-31,1.2077460289001465
2021-01-01,1.393409013748169
2021-01-02,1.359320044517517
2021-01-03,1.4106320142745972
2021-01-04,1.4736340045928955
2021-01-05,1.3849279880523682
2021-01-06,1.4987900257110596
2021-01-07,1.5426349639892578
2021-01-08,1.4970710277557373
2021-01-09,1.7296899557113647
2021-01-10,1.7652950286865234
2021-01-11,1.7385770082473755
2021-01-12,1.483441948890686
2021-01-13,1.4337010383605957
2021-01-14,1.6065629720687866
2021-01-15,1.7226890325546265
2021-01-16,1.831423044204712
2021-01-17,2.0907020568847656
2021-01-18,2.505139112472534
2021-01-19,2.409274101257324
2021-01-20,2.170973062515259
2021-01-21,2.488024950027466
2021-01-22,2.165127992630005
2021-01-23,2.366874933242798
2021-01-24,2.3681039810180664
2021-01-25,2.5636470317840576
2021-01-26,2.4488329887390137
2021-01-27,2.3760790824890137
2021-01-28,2.0385029315948486
2021-01-29,2.2610080242156982
2021-01-30,2.201414108276367
2021-01-31,2.174206018447876
2021-02-01,2.1448938846588135
2021-02-02,2.2577950954437256
2021-02-03,2.467223882675171
2021-02-04,2.5598490238189697
2021-02-05,2.4978458881378174
2021-02-06,2.8600220680236816
2021-02-07,2.68894100189209
2021-02-08,3.3964669704437256
2021-02-09,3.459665060043335
2021-02-10,3.3077569007873535
2021-02-11,3.2555229663848877
2021-02-12,3.4546051025390625
2021-02-13,4.71661376953125
2021-02-14,4.815771102905273
2021-02-15,4.323596954345703
2021-02-16,4.0140581130981445
2021-02-17,4.080726146697998
2021-02-18,4.230317115783691
2021-02-19,4.443387985229492
2021-02-20,4.380218982696533
2021-02-21,4.0075907707214355
2021-02-22,4.09000301361084
